hourly_counts,date_time,year,month,month_day,week_day,hour,sensor_id,sensor_name
1926,2016-07-31 17:00:00,2016,July,31,Sunday,17,2,Bourke Street Mall (South)
1058,2016-07-31 18:00:00,2016,July,31,Sunday,18,2,Bourke Street Mall (South)
482,2016-07-31 19:00:00,2016,July,31,Sunday,19,2,Bourke Street Mall (South)
316,2016-07-31 20:00:00,2016,July,31,Sunday,20,2,Bourke Street Mall (South)
207,2016-07-31 21:00:00,2016,July,31,Sunday,21,2,Bourke Street Mall (South)
148,2016-07-31 22:00:00,2016,July,31,Sunday,22,2,Bourke Street Mall (South)
87,2016-07-31 23:00:00,2016,July,31,Sunday,23,2,Bourke Street Mall (South)
30,2016-08-01 00:00:00,2016,August,1,Monday,0,2,Bourke Street Mall (South)
20,2016-08-01 01:00:00,2016,August,1,Monday,1,2,Bourke Street Mall (South)
10,2016-08-01 02:00:00,2016,August,1,Monday,2,2,Bourke Street Mall (South)
9,2016-08-01 03:00:00,2016,August,1,Monday,3,2,Bourke Street Mall (South)
7,2016-08-01 04:00:00,2016,August,1,Monday,4,2,Bourke Street Mall (South)
23,2016-08-01 05:00:00,2016,August,1,Monday,5,2,Bourke Street Mall (South)
66,2016-08-01 06:00:00,2016,August,1,Monday,6,2,Bourke Street Mall (South)
235,2016-08-01 07:00:00,2016,August,1,Monday,7,2,Bourke Street Mall (South)
502,2016-08-01 08:00:00,2016,August,1,Monday,8,2,Bourke Street Mall (South)
567,2016-08-01 09:00:00,2016,August,1,Monday,9,2,Bourke Street Mall (South)
875,2016-08-01 10:00:00,2016,August,1,Monday,10,2,Bourke Street Mall (South)
1337,2016-08-01 11:00:00,2016,August,1,Monday,11,2,Bourke Street Mall (South)
2328,2016-08-01 12:00:00,2016,August,1,Monday,12,2,Bourke Street Mall (South)
2695,2016-08-01 13:00:00,2016,August,1,Monday,13,2,Bourke Street Mall (South)
1997,2016-08-01 14:00:00,2016,August,1,Monday,14,2,Bourke Street Mall (South)
1950,2016-08-01 15:00:00,2016,August,1,Monday,15,2,Bourke Street Mall (South)
1901,2016-08-01 16:00:00,2016,August,1,Monday,16,2,Bourke Street Mall (South)
1710,2016-08-01 17:00:00,2016,August,1,Monday,17,2,Bourke Street Mall (South)
1017,2016-08-01 18:00:00,2016,August,1,Monday,18,2,Bourke Street Mall (South)
488,2016-08-01 19:00:00,2016,August,1,Monday,19,2,Bourke Street Mall (South)
263,2016-08-01 20:00:00,2016,August,1,Monday,20,2,Bourke Street Mall (South)
150,2016-08-01 21:00:00,2016,August,1,Monday,21,2,Bourke Street Mall (South)
117,2016-08-01 22:00:00,2016,August,1,Monday,22,2,Bourke Street Mall (South)
58,2016-08-01 23:00:00,2016,August,1,Monday,23,2,Bourke Street Mall (South)
35,2016-08-02 00:00:00,2016,August,2,Tuesday,0,2,Bourke Street Mall (South)
16,2016-08-02 01:00:00,2016,August,2,Tuesday,1,2,Bourke Street Mall (South)
18,2016-08-02 02:00:00,2016,August,2,Tuesday,2,2,Bourke Street Mall (South)
13,2016-08-02 03:00:00,2016,August,2,Tuesday,3,2,Bourke Street Mall (South)
13,2016-08-02 04:00:00,2016,August,2,Tuesday,4,2,Bourke Street Mall (South)
21,2016-08-02 05:00:00,2016,August,2,Tuesday,5,2,Bourke Street Mall (South)
63,2016-08-02 06:00:00,2016,August,2,Tuesday,6,2,Bourke Street Mall (South)
245,2016-08-02 07:00:00,2016,August,2,Tuesday,7,2,Bourke Street Mall (South)
540,2016-08-02 08:00:00,2016,August,2,Tuesday,8,2,Bourke Street Mall (South)
573,2016-08-02 09:00:00,2016,August,2,Tuesday,9,2,Bourke Street Mall (South)
920,2016-08-02 10:00:00,2016,August,2,Tuesday,10,2,Bourke Street Mall (South)
1394,2016-08-02 11:00:00,2016,August,2,Tuesday,11,2,Bourke Street Mall (South)
2479,2016-08-02 12:00:00,2016,August,2,Tuesday,12,2,Bourke Street Mall (South)
2878,2016-08-02 13:00:00,2016,August,2,Tuesday,13,2,Bourke Street Mall (South)
2223,2016-08-02 14:00:00,2016,August,2,Tuesday,14,2,Bourke Street Mall (South)
2236,2016-08-02 15:00:00,2016,August,2,Tuesday,15,2,Bourke Street Mall (South)
2138,2016-08-02 16:00:00,2016,August,2,Tuesday,16,2,Bourke Street Mall (South)
2012,2016-08-02 17:00:00,2016,August,2,Tuesday,17,2,Bourke Street Mall (South)
1317,2016-08-02 18:00:00,2016,August,2,Tuesday,18,2,Bourke Street Mall (South)
608,2016-08-02 19:00:00,2016,August,2,Tuesday,19,2,Bourke Street Mall (South)
299,2016-08-02 20:00:00,2016,August,2,Tuesday,20,2,Bourke Street Mall (South)
217,2016-08-02 21:00:00,2016,August,2,Tuesday,21,2,Bourke Street Mall (South)
135,2016-08-02 22:00:00,2016,August,2,Tuesday,22,2,Bourke Street Mall (South)
57,2016-08-02 23:00:00,2016,August,2,Tuesday,23,2,Bourke Street Mall (South)
50,2016-08-03 00:00:00,2016,August,3,Wednesday,0,2,Bourke Street Mall (South)
20,2016-08-03 01:00:00,2016,August,3,Wednesday,1,2,Bourke Street Mall (South)
16,2016-08-03 02:00:00,2016,August,3,Wednesday,2,2,Bourke Street Mall (South)
7,2016-08-03 03:00:00,2016,August,3,Wednesday,3,2,Bourke Street Mall (South)
7,2016-08-03 04:00:00,2016,August,3,Wednesday,4,2,Bourke Street Mall (South)
19,2016-08-03 05:00:00,2016,August,3,Wednesday,5,2,Bourke Street Mall (South)
62,2016-08-03 06:00:00,2016,August,3,Wednesday,6,2,Bourke Street Mall (South)
248,2016-08-03 07:00:00,2016,August,3,Wednesday,7,2,Bourke Street Mall (South)
534,2016-08-03 08:00:00,2016,August,3,Wednesday,8,2,Bourke Street Mall (South)
575,2016-08-03 09:00:00,2016,August,3,Wednesday,9,2,Bourke Street Mall (South)
952,2016-08-03 10:00:00,2016,August,3,Wednesday,10,2,Bourke Street Mall (South)
1485,2016-08-03 11:00:00,2016,August,3,Wednesday,11,2,Bourke Street Mall (South)
2397,2016-08-03 12:00:00,2016,August,3,Wednesday,12,2,Bourke Street Mall (South)
2919,2016-08-03 13:00:00,2016,August,3,Wednesday,13,2,Bourke Street Mall (South)
2158,2016-08-03 14:00:00,2016,August,3,Wednesday,14,2,Bourke Street Mall (South)
2054,2016-08-03 15:00:00,2016,August,3,Wednesday,15,2,Bourke Street Mall (South)
2035,2016-08-03 16:00:00,2016,August,3,Wednesday,16,2,Bourke Street Mall (South)
2144,2016-08-03 17:00:00,2016,August,3,Wednesday,17,2,Bourke Street Mall (South)
1461,2016-08-03 18:00:00,2016,August,3,Wednesday,18,2,Bourke Street Mall (South)
575,2016-08-03 19:00:00,2016,August,3,Wednesday,19,2,Bourke Street Mall (South)
392,2016-08-03 20:00:00,2016,August,3,Wednesday,20,2,Bourke Street Mall (South)
273,2016-08-03 21:00:00,2016,August,3,Wednesday,21,2,Bourke Street Mall (South)
157,2016-08-03 22:00:00,2016,August,3,Wednesday,22,2,Bourke Street Mall (South)
78,2016-08-03 23:00:00,2016,August,3,Wednesday,23,2,Bourke Street Mall (South)
49,2016-08-04 00:00:00,2016,August,4,Thursday,0,2,Bourke Street Mall (South)
27,2016-08-04 01:00:00,2016,August,4,Thursday,1,2,Bourke Street Mall (South)
16,2016-08-04 02:00:00,2016,August,4,Thursday,2,2,Bourke Street Mall (South)
20,2016-08-04 03:00:00,2016,August,4,Thursday,3,2,Bourke Street Mall (South)
7,2016-08-04 04:00:00,2016,August,4,Thursday,4,2,Bourke Street Mall (South)
21,2016-08-04 05:00:00,2016,August,4,Thursday,5,2,Bourke Street Mall (South)
60,2016-08-04 06:00:00,2016,August,4,Thursday,6,2,Bourke Street Mall (South)
226,2016-08-04 07:00:00,2016,August,4,Thursday,7,2,Bourke Street Mall (South)
485,2016-08-04 08:00:00,2016,August,4,Thursday,8,2,Bourke Street Mall (South)
676,2016-08-04 09:00:00,2016,August,4,Thursday,9,2,Bourke Street Mall (South)
1077,2016-08-04 10:00:00,2016,August,4,Thursday,10,2,Bourke Street Mall (South)
1550,2016-08-04 11:00:00,2016,August,4,Thursday,11,2,Bourke Street Mall (South)
2750,2016-08-04 12:00:00,2016,August,4,Thursday,12,2,Bourke Street Mall (South)
3230,2016-08-04 13:00:00,2016,August,4,Thursday,13,2,Bourke Street Mall (South)
2507,2016-08-04 14:00:00,2016,August,4,Thursday,14,2,Bourke Street Mall (South)
2295,2016-08-04 15:00:00,2016,August,4,Thursday,15,2,Bourke Street Mall (South)
2440,2016-08-04 16:00:00,2016,August,4,Thursday,16,2,Bourke Street Mall (South)
2447,2016-08-04 17:00:00,2016,August,4,Thursday,17,2,Bourke Street Mall (South)
1737,2016-08-04 18:00:00,2016,August,4,Thursday,18,2,Bourke Street Mall (South)
1131,2016-08-04 19:00:00,2016,August,4,Thursday,19,2,Bourke Street Mall (South)
796,2016-08-04 20:00:00,2016,August,4,Thursday,20,2,Bourke Street Mall (South)
318,2016-08-04 21:00:00,2016,August,4,Thursday,21,2,Bourke Street Mall (South)
199,2016-08-04 22:00:00,2016,August,4,Thursday,22,2,Bourke Street Mall (South)
83,2016-08-04 23:00:00,2016,August,4,Thursday,23,2,Bourke Street Mall (South)
57,2016-08-05 00:00:00,2016,August,5,Friday,0,2,Bourke Street Mall (South)
45,2016-08-05 01:00:00,2016,August,5,Friday,1,2,Bourke Street Mall (South)
11,2016-08-05 02:00:00,2016,August,5,Friday,2,2,Bourke Street Mall (South)
36,2016-08-05 03:00:00,2016,August,5,Friday,3,2,Bourke Street Mall (South)
13,2016-08-05 04:00:00,2016,August,5,Friday,4,2,Bourke Street Mall (South)
17,2016-08-05 05:00:00,2016,August,5,Friday,5,2,Bourke Street Mall (South)
83,2016-08-05 06:00:00,2016,August,5,Friday,6,2,Bourke Street Mall (South)
182,2016-08-05 07:00:00,2016,August,5,Friday,7,2,Bourke Street Mall (South)
519,2016-08-05 08:00:00,2016,August,5,Friday,8,2,Bourke Street Mall (South)
675,2016-08-05 09:00:00,2016,August,5,Friday,9,2,Bourke Street Mall (South)
1241,2016-08-05 10:00:00,2016,August,5,Friday,10,2,Bourke Street Mall (South)
1807,2016-08-05 11:00:00,2016,August,5,Friday,11,2,Bourke Street Mall (South)
2913,2016-08-05 12:00:00,2016,August,5,Friday,12,2,Bourke Street Mall (South)
3282,2016-08-05 13:00:00,2016,August,5,Friday,13,2,Bourke Street Mall (South)
2729,2016-08-05 14:00:00,2016,August,5,Friday,14,2,Bourke Street Mall (South)
2652,2016-08-05 15:00:00,2016,August,5,Friday,15,2,Bourke Street Mall (South)
2872,2016-08-05 16:00:00,2016,August,5,Friday,16,2,Bourke Street Mall (South)
2739,2016-08-05 17:00:00,2016,August,5,Friday,17,2,Bourke Street Mall (South)
2106,2016-08-05 18:00:00,2016,August,5,Friday,18,2,Bourke Street Mall (South)
1477,2016-08-05 19:00:00,2016,August,5,Friday,19,2,Bourke Street Mall (South)
1086,2016-08-05 20:00:00,2016,August,5,Friday,20,2,Bourke Street Mall (South)
437,2016-08-05 21:00:00,2016,August,5,Friday,21,2,Bourke Street Mall (South)
221,2016-08-05 22:00:00,2016,August,5,Friday,22,2,Bourke Street Mall (South)
0,2016-08-05 23:00:00,2016,August,5,Friday,23,2,Bourke Street Mall (South)
0,2016-08-06 00:00:00,2016,August,6,Saturday,0,2,Bourke Street Mall (South)
103,2016-08-06 01:00:00,2016,August,6,Saturday,1,2,Bourke Street Mall (South)
1206,2016-08-06 02:00:00,2016,August,6,Saturday,2,2,Bourke Street Mall (South)
2659,2016-08-06 03:00:00,2016,August,6,Saturday,3,2,Bourke Street Mall (South)
1412,2016-08-06 04:00:00,2016,August,6,Saturday,4,2,Bourke Street Mall (South)
92,2016-08-06 05:00:00,2016,August,6,Saturday,5,2,Bourke Street Mall (South)
19,2016-08-06 06:00:00,2016,August,6,Saturday,6,2,Bourke Street Mall (South)
67,2016-08-06 07:00:00,2016,August,6,Saturday,7,2,Bourke Street Mall (South)
209,2016-08-06 08:00:00,2016,August,6,Saturday,8,2,Bourke Street Mall (South)
549,2016-08-06 09:00:00,2016,August,6,Saturday,9,2,Bourke Street Mall (South)
1300,2016-08-06 10:00:00,2016,August,6,Saturday,10,2,Bourke Street Mall (South)
1937,2016-08-06 11:00:00,2016,August,6,Saturday,11,2,Bourke Street Mall (South)
2410,2016-08-06 12:00:00,2016,August,6,Saturday,12,2,Bourke Street Mall (South)
2761,2016-08-06 13:00:00,2016,August,6,Saturday,13,2,Bourke Street Mall (South)
3193,2016-08-06 14:00:00,2016,August,6,Saturday,14,2,Bourke Street Mall (South)
3355,2016-08-06 15:00:00,2016,August,6,Saturday,15,2,Bourke Street Mall (South)
3212,2016-08-06 16:00:00,2016,August,6,Saturday,16,2,Bourke Street Mall (South)
2454,2016-08-06 17:00:00,2016,August,6,Saturday,17,2,Bourke Street Mall (South)
1425,2016-08-06 18:00:00,2016,August,6,Saturday,18,2,Bourke Street Mall (South)
713,2016-08-06 19:00:00,2016,August,6,Saturday,19,2,Bourke Street Mall (South)
451,2016-08-06 20:00:00,2016,August,6,Saturday,20,2,Bourke Street Mall (South)
76,2016-08-06 21:00:00,2016,August,6,Saturday,21,2,Bourke Street Mall (South)
3,2016-08-06 22:00:00,2016,August,6,Saturday,22,2,Bourke Street Mall (South)
0,2016-08-06 23:00:00,2016,August,6,Saturday,23,2,Bourke Street Mall (South)
3,2016-08-07 00:00:00,2016,August,7,Sunday,0,2,Bourke Street Mall (South)
0,2016-08-07 01:00:00,2016,August,7,Sunday,1,2,Bourke Street Mall (South)
0,2016-08-07 02:00:00,2016,August,7,Sunday,2,2,Bourke Street Mall (South)
0,2016-08-07 03:00:00,2016,August,7,Sunday,3,2,Bourke Street Mall (South)
39,2016-08-07 04:00:00,2016,August,7,Sunday,4,2,Bourke Street Mall (South)
38,2016-08-07 05:00:00,2016,August,7,Sunday,5,2,Bourke Street Mall (South)
32,2016-08-07 06:00:00,2016,August,7,Sunday,6,2,Bourke Street Mall (South)
60,2016-08-07 07:00:00,2016,August,7,Sunday,7,2,Bourke Street Mall (South)
129,2016-08-07 08:00:00,2016,August,7,Sunday,8,2,Bourke Street Mall (South)
412,2016-08-07 09:00:00,2016,August,7,Sunday,9,2,Bourke Street Mall (South)
1088,2016-08-07 10:00:00,2016,August,7,Sunday,10,2,Bourke Street Mall (South)
1622,2016-08-07 11:00:00,2016,August,7,Sunday,11,2,Bourke Street Mall (South)
2019,2016-08-07 12:00:00,2016,August,7,Sunday,12,2,Bourke Street Mall (South)
2456,2016-08-07 13:00:00,2016,August,7,Sunday,13,2,Bourke Street Mall (South)
2564,2016-08-07 14:00:00,2016,August,7,Sunday,14,2,Bourke Street Mall (South)
2746,2016-08-07 15:00:00,2016,August,7,Sunday,15,2,Bourke Street Mall (South)
2714,2016-08-07 16:00:00,2016,August,7,Sunday,16,2,Bourke Street Mall (South)
1747,2016-08-07 17:00:00,2016,August,7,Sunday,17,2,Bourke Street Mall (South)
877,2016-08-07 18:00:00,2016,August,7,Sunday,18,2,Bourke Street Mall (South)
395,2016-08-07 19:00:00,2016,August,7,Sunday,19,2,Bourke Street Mall (South)
288,2016-08-07 20:00:00,2016,August,7,Sunday,20,2,Bourke Street Mall (South)
23,2016-08-07 21:00:00,2016,August,7,Sunday,21,2,Bourke Street Mall (South)
0,2016-08-07 22:00:00,2016,August,7,Sunday,22,2,Bourke Street Mall (South)
0,2016-08-07 23:00:00,2016,August,7,Sunday,23,2,Bourke Street Mall (South)
24,2016-08-08 00:00:00,2016,August,8,Monday,0,2,Bourke Street Mall (South)
57,2016-08-08 01:00:00,2016,August,8,Monday,1,2,Bourke Street Mall (South)
0,2016-08-08 02:00:00,2016,August,8,Monday,2,2,Bourke Street Mall (South)
0,2016-08-08 03:00:00,2016,August,8,Monday,3,2,Bourke Street Mall (South)
63,2016-08-08 04:00:00,2016,August,8,Monday,4,2,Bourke Street Mall (South)
22,2016-08-08 05:00:00,2016,August,8,Monday,5,2,Bourke Street Mall (South)
111,2016-08-08 06:00:00,2016,August,8,Monday,6,2,Bourke Street Mall (South)
235,2016-08-08 07:00:00,2016,August,8,Monday,7,2,Bourke Street Mall (South)
506,2016-08-08 08:00:00,2016,August,8,Monday,8,2,Bourke Street Mall (South)
633,2016-08-08 09:00:00,2016,August,8,Monday,9,2,Bourke Street Mall (South)
1076,2016-08-08 10:00:00,2016,August,8,Monday,10,2,Bourke Street Mall (South)
1581,2016-08-08 11:00:00,2016,August,8,Monday,11,2,Bourke Street Mall (South)
2710,2016-08-08 12:00:00,2016,August,8,Monday,12,2,Bourke Street Mall (South)
2902,2016-08-08 13:00:00,2016,August,8,Monday,13,2,Bourke Street Mall (South)
2191,2016-08-08 14:00:00,2016,August,8,Monday,14,2,Bourke Street Mall (South)
2004,2016-08-08 15:00:00,2016,August,8,Monday,15,2,Bourke Street Mall (South)
2089,2016-08-08 16:00:00,2016,August,8,Monday,16,2,Bourke Street Mall (South)
1978,2016-08-08 17:00:00,2016,August,8,Monday,17,2,Bourke Street Mall (South)
1233,2016-08-08 18:00:00,2016,August,8,Monday,18,2,Bourke Street Mall (South)
563,2016-08-08 19:00:00,2016,August,8,Monday,19,2,Bourke Street Mall (South)
351,2016-08-08 20:00:00,2016,August,8,Monday,20,2,Bourke Street Mall (South)
91,2016-08-08 21:00:00,2016,August,8,Monday,21,2,Bourke Street Mall (South)
2,2016-08-08 22:00:00,2016,August,8,Monday,22,2,Bourke Street Mall (South)
3,2016-08-08 23:00:00,2016,August,8,Monday,23,2,Bourke Street Mall (South)
30,2016-08-09 00:00:00,2016,August,9,Tuesday,0,2,Bourke Street Mall (South)
159,2016-08-09 01:00:00,2016,August,9,Tuesday,1,2,Bourke Street Mall (South)
280,2016-08-09 02:00:00,2016,August,9,Tuesday,2,2,Bourke Street Mall (South)
36,2016-08-09 03:00:00,2016,August,9,Tuesday,3,2,Bourke Street Mall (South)
9,2016-08-09 04:00:00,2016,August,9,Tuesday,4,2,Bourke Street Mall (South)
99,2016-08-09 05:00:00,2016,August,9,Tuesday,5,2,Bourke Street Mall (South)
79,2016-08-09 06:00:00,2016,August,9,Tuesday,6,2,Bourke Street Mall (South)
223,2016-08-09 07:00:00,2016,August,9,Tuesday,7,2,Bourke Street Mall (South)
520,2016-08-09 08:00:00,2016,August,9,Tuesday,8,2,Bourke Street Mall (South)
614,2016-08-09 09:00:00,2016,August,9,Tuesday,9,2,Bourke Street Mall (South)
1044,2016-08-09 10:00:00,2016,August,9,Tuesday,10,2,Bourke Street Mall (South)
1391,2016-08-09 11:00:00,2016,August,9,Tuesday,11,2,Bourke Street Mall (South)
2422,2016-08-09 12:00:00,2016,August,9,Tuesday,12,2,Bourke Street Mall (South)
2852,2016-08-09 13:00:00,2016,August,9,Tuesday,13,2,Bourke Street Mall (South)
2205,2016-08-09 14:00:00,2016,August,9,Tuesday,14,2,Bourke Street Mall (South)
1943,2016-08-09 15:00:00,2016,August,9,Tuesday,15,2,Bourke Street Mall (South)
2098,2016-08-09 16:00:00,2016,August,9,Tuesday,16,2,Bourke Street Mall (South)
2084,2016-08-09 17:00:00,2016,August,9,Tuesday,17,2,Bourke Street Mall (South)
1375,2016-08-09 18:00:00,2016,August,9,Tuesday,18,2,Bourke Street Mall (South)
547,2016-08-09 19:00:00,2016,August,9,Tuesday,19,2,Bourke Street Mall (South)
398,2016-08-09 20:00:00,2016,August,9,Tuesday,20,2,Bourke Street Mall (South)
210,2016-08-09 21:00:00,2016,August,9,Tuesday,21,2,Bourke Street Mall (South)
163,2016-08-09 22:00:00,2016,August,9,Tuesday,22,2,Bourke Street Mall (South)
81,2016-08-09 23:00:00,2016,August,9,Tuesday,23,2,Bourke Street Mall (South)
43,2016-08-10 00:00:00,2016,August,10,Wednesday,0,2,Bourke Street Mall (South)
25,2016-08-10 01:00:00,2016,August,10,Wednesday,1,2,Bourke Street Mall (South)
11,2016-08-10 02:00:00,2016,August,10,Wednesday,2,2,Bourke Street Mall (South)
22,2016-08-10 03:00:00,2016,August,10,Wednesday,3,2,Bourke Street Mall (South)
8,2016-08-10 04:00:00,2016,August,10,Wednesday,4,2,Bourke Street Mall (South)
26,2016-08-10 05:00:00,2016,August,10,Wednesday,5,2,Bourke Street Mall (South)
63,2016-08-10 06:00:00,2016,August,10,Wednesday,6,2,Bourke Street Mall (South)
224,2016-08-10 07:00:00,2016,August,10,Wednesday,7,2,Bourke Street Mall (South)
544,2016-08-10 08:00:00,2016,August,10,Wednesday,8,2,Bourke Street Mall (South)
716,2016-08-10 09:00:00,2016,August,10,Wednesday,9,2,Bourke Street Mall (South)
1037,2016-08-10 10:00:00,2016,August,10,Wednesday,10,2,Bourke Street Mall (South)
1502,2016-08-10 11:00:00,2016,August,10,Wednesday,11,2,Bourke Street Mall (South)
2636,2016-08-10 12:00:00,2016,August,10,Wednesday,12,2,Bourke Street Mall (South)
3027,2016-08-10 13:00:00,2016,August,10,Wednesday,13,2,Bourke Street Mall (South)
2208,2016-08-10 14:00:00,2016,August,10,Wednesday,14,2,Bourke Street Mall (South)
2153,2016-08-10 15:00:00,2016,August,10,Wednesday,15,2,Bourke Street Mall (South)
2148,2016-08-10 16:00:00,2016,August,10,Wednesday,16,2,Bourke Street Mall (South)
2308,2016-08-10 17:00:00,2016,August,10,Wednesday,17,2,Bourke Street Mall (South)
1337,2016-08-10 18:00:00,2016,August,10,Wednesday,18,2,Bourke Street Mall (South)
596,2016-08-10 19:00:00,2016,August,10,Wednesday,19,2,Bourke Street Mall (South)
243,2016-08-10 20:00:00,2016,August,10,Wednesday,20,2,Bourke Street Mall (South)
201,2016-08-10 21:00:00,2016,August,10,Wednesday,21,2,Bourke Street Mall (South)
102,2016-08-10 22:00:00,2016,August,10,Wednesday,22,2,Bourke Street Mall (South)
31,2016-08-10 23:00:00,2016,August,10,Wednesday,23,2,Bourke Street Mall (South)
11,2016-08-11 00:00:00,2016,August,11,Thursday,0,2,Bourke Street Mall (South)
33,2016-08-11 01:00:00,2016,August,11,Thursday,1,2,Bourke Street Mall (South)
16,2016-08-11 02:00:00,2016,August,11,Thursday,2,2,Bourke Street Mall (South)
5,2016-08-11 03:00:00,2016,August,11,Thursday,3,2,Bourke Street Mall (South)
18,2016-08-11 04:00:00,2016,August,11,Thursday,4,2,Bourke Street Mall (South)
24,2016-08-11 05:00:00,2016,August,11,Thursday,5,2,Bourke Street Mall (South)
59,2016-08-11 06:00:00,2016,August,11,Thursday,6,2,Bourke Street Mall (South)
228,2016-08-11 07:00:00,2016,August,11,Thursday,7,2,Bourke Street Mall (South)
545,2016-08-11 08:00:00,2016,August,11,Thursday,8,2,Bourke Street Mall (South)
658,2016-08-11 09:00:00,2016,August,11,Thursday,9,2,Bourke Street Mall (South)
1044,2016-08-11 10:00:00,2016,August,11,Thursday,10,2,Bourke Street Mall (South)
1575,2016-08-11 11:00:00,2016,August,11,Thursday,11,2,Bourke Street Mall (South)
2606,2016-08-11 12:00:00,2016,August,11,Thursday,12,2,Bourke Street Mall (South)
3021,2016-08-11 13:00:00,2016,August,11,Thursday,13,2,Bourke Street Mall (South)
2300,2016-08-11 14:00:00,2016,August,11,Thursday,14,2,Bourke Street Mall (South)
2366,2016-08-11 15:00:00,2016,August,11,Thursday,15,2,Bourke Street Mall (South)
2174,2016-08-11 16:00:00,2016,August,11,Thursday,16,2,Bourke Street Mall (South)
2256,2016-08-11 17:00:00,2016,August,11,Thursday,17,2,Bourke Street Mall (South)
1797,2016-08-11 18:00:00,2016,August,11,Thursday,18,2,Bourke Street Mall (South)
1027,2016-08-11 19:00:00,2016,August,11,Thursday,19,2,Bourke Street Mall (South)
711,2016-08-11 20:00:00,2016,August,11,Thursday,20,2,Bourke Street Mall (South)
368,2016-08-11 21:00:00,2016,August,11,Thursday,21,2,Bourke Street Mall (South)
191,2016-08-11 22:00:00,2016,August,11,Thursday,22,2,Bourke Street Mall (South)
111,2016-08-11 23:00:00,2016,August,11,Thursday,23,2,Bourke Street Mall (South)
46,2016-08-12 00:00:00,2016,August,12,Friday,0,2,Bourke Street Mall (South)
37,2016-08-12 01:00:00,2016,August,12,Friday,1,2,Bourke Street Mall (South)
25,2016-08-12 02:00:00,2016,August,12,Friday,2,2,Bourke Street Mall (South)
18,2016-08-12 03:00:00,2016,August,12,Friday,3,2,Bourke Street Mall (South)
15,2016-08-12 04:00:00,2016,August,12,Friday,4,2,Bourke Street Mall (South)
28,2016-08-12 05:00:00,2016,August,12,Friday,5,2,Bourke Street Mall (South)
60,2016-08-12 06:00:00,2016,August,12,Friday,6,2,Bourke Street Mall (South)
210,2016-08-12 07:00:00,2016,August,12,Friday,7,2,Bourke Street Mall (South)
488,2016-08-12 08:00:00,2016,August,12,Friday,8,2,Bourke Street Mall (South)
879,2016-08-12 09:00:00,2016,August,12,Friday,9,2,Bourke Street Mall (South)
1174,2016-08-12 10:00:00,2016,August,12,Friday,10,2,Bourke Street Mall (South)
1916,2016-08-12 11:00:00,2016,August,12,Friday,11,2,Bourke Street Mall (South)
3017,2016-08-12 12:00:00,2016,August,12,Friday,12,2,Bourke Street Mall (South)
3139,2016-08-12 13:00:00,2016,August,12,Friday,13,2,Bourke Street Mall (South)
2449,2016-08-12 14:00:00,2016,August,12,Friday,14,2,Bourke Street Mall (South)
2507,2016-08-12 15:00:00,2016,August,12,Friday,15,2,Bourke Street Mall (South)
2735,2016-08-12 16:00:00,2016,August,12,Friday,16,2,Bourke Street Mall (South)
2915,2016-08-12 17:00:00,2016,August,12,Friday,17,2,Bourke Street Mall (South)
2146,2016-08-12 18:00:00,2016,August,12,Friday,18,2,Bourke Street Mall (South)
1396,2016-08-12 19:00:00,2016,August,12,Friday,19,2,Bourke Street Mall (South)
966,2016-08-12 20:00:00,2016,August,12,Friday,20,2,Bourke Street Mall (South)
158,2016-08-12 21:00:00,2016,August,12,Friday,21,2,Bourke Street Mall (South)
1,2016-08-12 22:00:00,2016,August,12,Friday,22,2,Bourke Street Mall (South)
3,2016-08-12 23:00:00,2016,August,12,Friday,23,2,Bourke Street Mall (South)
2,2016-08-13 00:00:00,2016,August,13,Saturday,0,2,Bourke Street Mall (South)
0,2016-08-13 01:00:00,2016,August,13,Saturday,1,2,Bourke Street Mall (South)
0,2016-08-13 02:00:00,2016,August,13,Saturday,2,2,Bourke Street Mall (South)
10,2016-08-13 03:00:00,2016,August,13,Saturday,3,2,Bourke Street Mall (South)
79,2016-08-13 04:00:00,2016,August,13,Saturday,4,2,Bourke Street Mall (South)
66,2016-08-13 05:00:00,2016,August,13,Saturday,5,2,Bourke Street Mall (South)
31,2016-08-13 06:00:00,2016,August,13,Saturday,6,2,Bourke Street Mall (South)
89,2016-08-13 07:00:00,2016,August,13,Saturday,7,2,Bourke Street Mall (South)
258,2016-08-13 08:00:00,2016,August,13,Saturday,8,2,Bourke Street Mall (South)
657,2016-08-13 09:00:00,2016,August,13,Saturday,9,2,Bourke Street Mall (South)
1293,2016-08-13 10:00:00,2016,August,13,Saturday,10,2,Bourke Street Mall (South)
2007,2016-08-13 11:00:00,2016,August,13,Saturday,11,2,Bourke Street Mall (South)
2514,2016-08-13 12:00:00,2016,August,13,Saturday,12,2,Bourke Street Mall (South)
2961,2016-08-13 13:00:00,2016,August,13,Saturday,13,2,Bourke Street Mall (South)
3169,2016-08-13 14:00:00,2016,August,13,Saturday,14,2,Bourke Street Mall (South)
3506,2016-08-13 15:00:00,2016,August,13,Saturday,15,2,Bourke Street Mall (South)
3232,2016-08-13 16:00:00,2016,August,13,Saturday,16,2,Bourke Street Mall (South)
2663,2016-08-13 17:00:00,2016,August,13,Saturday,17,2,Bourke Street Mall (South)
1575,2016-08-13 18:00:00,2016,August,13,Saturday,18,2,Bourke Street Mall (South)
